檢體名稱,餐廳名稱,抽驗地點,檢驗結果,不符合規定原因,來源年份,來源縣市,經度,緯度
免洗餐盤,新北市林口區店家,新北市林口區南勢街3鄰71-79號附6,合格,螢光增白劑未檢出,107,新北市,121.3650291,25.0737177
愛屋族紙飯盒,台中市烏日區店家,台中市烏日區五光路636-1號,合格,螢光增白劑未檢出,107,新北市,120.6429316,24.0939018
愛屋族(850)湯杯(5入),台中市烏日區店家,台中市烏日區五光路636-1號,合格,螢光增白劑未檢出,107,新北市,120.6429316,24.0939018
300ml碗,臺北市士林區店家,臺北市士林區通河西街2段108巷2弄9號1樓,合格,螢光增白劑未檢出,107,新北市,121.507595,25.0924683
7吋植纖圓盤6入,臺北市士林區店家,臺北市士林區通河西街2段108巷2弄9號1樓,合格,螢光增白劑未檢出,107,新北市,121.507595,25.0924683
家是美500ml碗,臺北市士林區店家,臺北市士林區通河西街2段108巷2弄9號1樓,合格,螢光增白劑未檢出,107,新北市,121.507595,25.0924683
咖啡濾紙2-4杯,咖啡,高雄市仁武區京富路100號,合格,螢光增白劑未檢出,107,新北市,120.3380139,22.6809211
掛川酵母黃金雞雞胸肉,新北市三重區店家,新北市三重區光復路1段111-1號,合格,動物用藥多重殘留(48項)未檢出安保寧(1項)未檢,110,新北市,121.4762091,25.0553152
後腿肉,後腿,新北市樹林區俊安街43號,合格,氯黴素類抗生素(4項)未檢出乙型受體素類(β-agonist)(21項)未檢出,110,新北市,121.4215545,25.0127449
雞肉,雞肉,新北市泰山區中港南路103號,合格,動物用藥多重殘留(48項)未檢出安保寧(1項)未檢,110,新北市,121.446322,25.0629701
梅肉卷,臺北市南港區店家,臺北市南港區重陽路263巷5號1F,合格,氯黴素類抗生素(4項)未檢出乙型受體素類(β-agonist)(21項)未檢出,110,新北市,121.6032763,25.0583329
豬肉,豬肉,新北市樹林區俊安街43號,合格,氯黴素類抗生素(4項)未檢出乙型受體素類(β-agonist)(21項)未檢出,110,新北市,121.4215545,25.0127449
豬肉,豬肉,新北市樹林區柑園街1段1-1號,合格,氯黴素類抗生素(4項)未檢出乙型受體素類(β-agonist)(21項)未檢出,110,新北市,121.4065995,24.960914
雞胸肉,新北市泰山區店家,新北市泰山區中港路103號,合格,動物用藥多重殘留(48項)未檢出安保寧(1項)未檢,110,新北市,121.4446797,25.0659855
牛肉,牛肉,台中市西屯區工業區一路130-3號,合格,氯黴素類抗生素(4項)未檢出乙型受體素類(β-agonist)(21項)未檢出,110,新北市,120.5966115,24.1772732
美國牛梅花火鍋片,新北市板橋區店家,新北市板橋區干城路142號,合格,氯黴素類抗生素(4項)未檢出乙型受體素類(β-agonist)(21項)檢出細項Ractopamine0.001,110,新北市,121.4595491,24.9932599
澳洲100%穀飼沙朗牛排,新北市汐止區店家,新北市汐止區湖前街110巷97弄24號B1-6,合格,氯黴素類抗生素(4項)未檢出乙型受體素類(β-agonist)(21項)未檢出,110,新北市,121.6325656,25.0761918
奇美天津蔥抓餅,高雄市湖內區店家,高雄市湖內區中山路2段51號,合格,生菌數2100大腸桿菌陰性,107,新北市,120.2283215,22.9068506
原味蛋餅皮,台南市安南區店家,台南市安南區安通路二段2號,合格,生菌數5100大腸桿菌陰性,107,新北市,120.2255448,23.0454213
龍鳳蔥抓餅,臺北市松山區店家,臺北市松山區八路德路四段111號7樓,合格,生菌數<10大腸桿菌陰性,107,新北市,121.5741938,25.0505444
義美蔥抓餅,義美,臺北市信義區二段88號10樓,合格,生菌數120大腸桿菌陰性,107,新北市,121.5731167,25.0332738
義美香酥蔥油餅,義美,臺北市信義區信義路2段88號5樓,合格,生菌數2600大腸桿菌陰性,107,新北市,121.5267953,25.0339389
金品蔥抓餅,台中市太平區店家,台中市太平區田堤路608號,合格,生菌數1800大腸桿菌陰性,107,新北市,120.7277463,24.1128809
香蔥蛋餅皮,高雄市大寮區店家,高雄市大寮區河堤路2段370號,合格,大腸桿菌陰性生菌數20,107,新北市,120.4339521,22.6007622
義美九層塔蛋餅皮,義美,桃園市蘆竹區南工路1段11號,合格,大腸桿菌陰性生菌數<10,107,新北市,121.2727696,25.0543353
紅象黃金抓餅,新北市板橋區店家,新北市板橋區信義路163巷4號,合格,大腸桿菌陰性生菌數1600,107,新北市,121.4592424,24.9923755
蔥抓餅,台南市安南區店家,台南市安南區安通路二段2號,合格,生菌數60大腸桿菌陰性,107,新北市,120.2255448,23.0454213
八仙果(甘蔘粒)100,八仙,新北市汐止區民生街6號,合格,己二烯酸醋磺內酯鉀(Acesulfamepotassium)甘精(dulcin)去水醋酸苯甲酸糖精(Saccharin)環己基(代)磺醯胺酸(cyclamate),108,新北市,121.6601512,25.0689043
帶皮甘蔘果50,新北市汐止區店家,新北市汐止區民生街6號,合格,己二烯酸醋磺內酯鉀(Acesulfamepotassium)甘精(dulcin)去水醋酸苯甲酸糖精(Saccharin)環己基(代)磺醯胺酸(cyclamate),108,新北市,121.6601512,25.0689043
八仙果-赤角,八仙,新北市土城區金城路2段46巷3號之2,合格,己二烯酸醋磺內酯鉀(Acesulfamepotassium)甘精(dulcin)去水醋酸苯甲酸糖精(Saccharin)環己基(代)磺醯胺酸(cyclamate),108,新北市,121.4525703,24.9787944
八仙果-黑角,八仙,新北市土城區金城路2段46巷3號之2,合格,己二烯酸醋磺內酯鉀(Acesulfamepotassium)甘精(dulcin)去水醋酸苯甲酸糖精(Saccharin)環己基(代)磺醯胺酸(cyclamate),108,新北市,121.4525703,24.9787944
八仙菓,八仙,臺北市松山區中山北路2段116巷2之8號,合格,己二烯酸醋磺內酯鉀(Acesulfamepotassium)甘精(dulcin)去水醋酸苯甲酸糖精(Saccharin)環己基(代)磺醯胺酸(cyclamate),108,新北市,121.5638621,25.0541591
八仙菓角(赤色),八仙,臺北市松山區中山北路2段116巷2之8號,合格,己二烯酸醋磺內酯鉀(Acesulfamepotassium)甘精(dulcin)去水醋酸苯甲酸糖精(Saccharin)環己基(代)磺醯胺酸(cyclamate),108,新北市,121.5638621,25.0541591
八仙果,八仙,彰化縣秀水鄉福安村彰水路2段374巷6號1樓,合格,己二烯酸醋磺內酯鉀(Acesulfamepotassium)甘精(dulcin)去水醋酸苯甲酸糖精(Saccharin)環己基(代)磺醯胺酸(cyclamate),108,新北市,120.4948557,24.0277437
八仙果(甘蔘切片),八仙,臺北市松山區民生西路423巷23號1樓,合格,己二烯酸醋磺內酯鉀(Acesulfamepotassium)甘精(dulcin)去水醋酸苯甲酸糖精(Saccharin)環己基(代)磺醯胺酸(cyclamate),108,新北市,121.508826,25.05763
八仙果,八仙,臺北市大同區迪化街1段46巷18弄6號,合格,己二烯酸醋磺內酯鉀(Acesulfamepotassium)甘精(dulcin)去水醋酸苯甲酸糖精(Saccharin)環己基(代)磺醯胺酸(cyclamate),108,新北市,121.5097974,25.0564363
八仙果,八仙,新北市板橋區雙十路2段47巷5號,合格,己二烯酸醋磺內酯鉀(Acesulfamepotassium)甘精(dulcin)去水醋酸苯甲酸糖精(Saccharin)環己基(代)磺醯胺酸(cyclamate),108,新北市,121.4761264,25.0259472
八仙果,八仙,彰化縣員林鎮山腳路2段562巷19號,合格,己二烯酸醋磺內酯鉀(Acesulfamepotassium)甘精(dulcin)去水醋酸苯甲酸糖精(Saccharin)環己基(代)磺醯胺酸(cyclamate),108,新北市,120.6035754,23.9555934
八仙果-原味甘草,八仙,桃園市龍潭區湧光路577巷3弄29號,合格,己二烯酸醋磺內酯鉀(Acesulfamepotassium)甘精(dulcin)去水醋酸苯甲酸糖精(Saccharin)環己基(代)磺醯胺酸(cyclamate),108,新北市,121.2015253,24.8886646
八仙果-清涼薄荷,八仙,桃園市龍潭區湧光路577巷3弄29號,合格,己二烯酸醋磺內酯鉀(Acesulfamepotassium)甘精(dulcin)去水醋酸苯甲酸糖精(Saccharin)環己基(代)磺醯胺酸(cyclamate),108,新北市,121.2015253,24.8886646
八仙果,八仙,新北市板橋區龍泉街55巷7號2樓,合格,己二烯酸醋磺內酯鉀(Acesulfamepotassium)甘精(dulcin)去水醋酸苯甲酸糖精(Saccharin)環己基(代)磺醯胺酸(cyclamate),108,新北市,121.4574507,25.0253444
黑角八仙菓,新北市板橋區店家,新北市板橋區龍泉街55巷8弄7號2樓,合格,己二烯酸醋磺內酯鉀(Acesulfamepotassium)甘精(dulcin)去水醋酸苯甲酸糖精(Saccharin)環己基(代)磺醯胺酸(cyclamate),108,新北市,121.4570764,25.0254016
生鵝肉,彰化縣大城鄉店家,彰化縣大城鄉豐美村過湖路256號,合格,四環黴素類(7項)未檢出動物用藥多重殘留(48項)未檢出Clenbuterol未檢出Salbutamol未檢出Terbutaline未檢出Tulobuterol未檢出Cimaterol未檢出Ractopamine未檢出氯黴素類抗生素(4項)未檢出Zilpaterol未檢出,107,新北市,120.3164675,23.8920808
鵝肉,雲林縣土庫鎮店家,雲林縣土庫鎮馬光厝東平里新光36-12號,合格,四環黴素類(7項)未檢出動物用藥多重殘留(48項)未檢出Zilpaterol未檢出Terbutaline未檢出Ractopamine未檢出氯黴素類抗生素(4項)未檢出Cimaterol未檢出Tulobuterol未檢出Salbutamol未檢出Clenbuterol未檢出,107,新北市,120.3617266,23.7184431
灌風鵝,雲林縣東勢鄉店家,雲林縣東勢鄉隴潭村和平路77之11號1樓,合格,Ractopamine未檢出氯黴素類抗生素(4項)未檢出Zilpaterol未檢出四環黴素類(7項)未檢出動物用藥多重殘留(48項)未檢出Terbutaline未檢出Cimaterol未檢出Tulobuterol未檢出Clenbuterol未檢出Salbutamol未檢出,107,新北市,120.234826,23.6993914
生鵝肉,雲林縣東勢鄉店家,雲林縣東勢鄉龍潭村和平路77之11號,合格,動物用藥多重殘留(48項)未檢出Clenbuterol未檢出Zilpaterol未檢出Terbutaline未檢出Ractopamine未檢出氯黴素類抗生素(4項)未檢出Salbutamol未檢出Cimaterol未檢出Tulobuterol未檢出四環黴素類(7項)未檢出,107,新北市,120.234826,23.6993914
鵝肉,高雄市阿蓮區店家,高雄市阿蓮區港後村7之5號,合格,Cimaterol未檢出Terbutaline未檢出Tulobuterol未檢出Ractopamine未檢出氯黴素類抗生素(4項)未檢出四環黴素類(7項)未檢出動物用藥多重殘留(48項)未檢出Clenbuterol未檢出Salbutamol未檢出Zilpaterol未檢出,107,新北市,120.31426,22.872542
生鵝肉,雲林縣東勢鄉店家,雲林縣東勢鄉和平路77-11號,合格,Tulobuterol未檢出Ractopamine未檢出氯黴素類抗生素(4項)未檢出四環黴素類(7項)未檢出動物用藥多重殘留(48項)未檢出Clenbuterol未檢出Salbutamol未檢出Zilpaterol未檢出Terbutaline未檢出Cimaterol未檢出,107,新北市,120.236242,23.701064
生鵝肉,桃園市桃園區店家,桃園市桃園區大園區田溪路171巷22號,合格,Zilpaterol未檢出Cimaterol未檢出Tulobuterol未檢出Terbutaline未檢出Ractopamine未檢出氯黴素類抗生素(4項)未檢出四環黴素類(7項)未檢出動物用藥多重殘留(48項)未檢出Clenbuterol未檢出Salbutamol未檢出,107,新北市,121.1970243,25.0322857
PE耐熱袋半斤,桃園市桃園區店家,桃園市桃園區民有五街268號1F,合格,耐熱溫度標示符合性未變形溶出試驗-重金屬(比色法)(95℃，30分鐘)未檢出溶出試驗-蒸發殘渣(水；95℃，30分鐘)22.00,109,新北市,121.3163402,25.0119505
PP飯碗,新北市新莊區店家,新北市新莊區福營路125巷35號,合格,耐熱溫度標示符合性未變形溶出試驗-重金屬(比色法)(60℃，30分鐘)未檢出溶出試驗-蒸發殘渣(水；60℃，30分鐘)未檢出,109,新北市,121.4338732,25.0302582
AB300,新北市林口區店家,新北市林口區工二工業區工二路15號,合格,耐熱溫度標示符合性未變形溶出試驗-重金屬(比色法)(60℃，30分鐘)未檢出溶出試驗-蒸發殘渣(水；60℃，30分鐘)21.00,109,新北市,121.4011753,25.0822869
CB300,新北市林口區店家,新北市林口區工二工業區工二路15號,合格,耐熱溫度標示符合性未變形溶出試驗-重金屬(比色法)(60℃，30分鐘)未檢出溶出試驗-蒸發殘渣(水；60℃，30分鐘)未檢出,109,新北市,121.4011753,25.0822869
紙包直吸管100入,新北市新莊區店家,新北市新莊區中正路70號,合格,耐熱溫度標示符合性未變形溶出試驗-重金屬(比色法)(60℃，30分鐘)未檢出溶出試驗-蒸發殘渣(水；60℃，30分鐘)7.00,109,新北市,121.4595735,25.038679
PP10吋圓盤,新北市新莊區店家,新北市新莊區福營路125巷35號,合格,耐熱溫度標示符合性未變形溶出試驗-重金屬(比色法)(60℃，30分鐘)未檢出溶出試驗-蒸發殘渣(水；60℃，30分鐘)28.00,109,新北市,121.4338732,25.0302582
透明啤酒杯,新北市新莊區店家,新北市新莊區福營路125巷35號,合格,耐熱溫度標示符合性未變形溶出試驗-重金屬(比色法)(60℃，30分鐘)未檢出溶出試驗-蒸發殘渣(水；60℃，30分鐘)11.00,109,新北市,121.4338732,25.0302582
西餐叉,新北市新莊區店家,新北市新莊區福營路125巷35號,合格,耐熱溫度標示符合性未變形溶出試驗-重金屬(比色法)(95℃，30分鐘)未檢出溶出試驗-蒸發殘渣(水；95℃，30分鐘)未檢出,109,新北市,121.4338732,25.0302582
醬油碟(小),基隆市七堵區店家,基隆市七堵區工建路5號,合格,耐熱溫度標示符合性未變形溶出試驗-重金屬(比色法)(60℃，30分鐘)未檢出溶出試驗-蒸發殘渣(水；60℃，30分鐘)26.00,109,新北市,121.701763,25.0890075
厚口藏鮮PE密實袋小16入,新北市永和區店家,新北市永和區永和路1段67號13樓,合格,耐熱溫度標示符合性未變形溶出試驗-重金屬(比色法)(60℃，30分鐘)未檢出溶出試驗-蒸發殘渣(水；60℃，30分鐘)15.00,109,新北市,121.4964767,25.0065527
A-170高級捲邊杯,彰化縣鹿港鎮店家,彰化縣鹿港鎮東石里工業西路7號,合格,耐熱溫度標示符合性未變形溶出試驗-重金屬(比色法)(60℃，30分鐘)未檢出溶出試驗-蒸發殘渣(水；60℃，30分鐘)21.00,109,新北市,120.394255,24.074109
耐熱碗,彰化縣芳苑鄉店家,彰化縣芳苑鄉工區三路22號,合格,耐熱溫度標示符合性未變形溶出試驗-重金屬(比色法)(60℃，30分鐘)未檢出溶出試驗-蒸發殘渣(水；60℃，30分鐘)未檢出,109,新北市,120.3502786,23.9120851
114大醬油碟,台中市大雅區店家,台中市大雅區中和五路25號,合格,耐熱溫度標示符合性未變形溶出試驗-重金屬(比色法)(60℃，30分鐘)未檢出溶出試驗-蒸發殘渣(水；60℃，30分鐘)未檢出,109,新北市,120.6430708,24.2160933
15入紅運杯,台中市東區店家,台中市東區東英13街11號1樓,合格,耐熱溫度標示符合性未變形溶出試驗-重金屬(比色法)(60℃，30分鐘)未檢出溶出試驗-蒸發殘渣(水；60℃，30分鐘)11.00,109,新北市,120.7073843,24.1457274
彩色斜口吸管 材質：PP 耐熱100度,彩色,新北市新莊區福營路125巷35號,合格,耐熱溫度標示符合性未變形溶出試驗-重金屬(比色法)(95℃，30分鐘)未檢出溶出試驗-蒸發殘渣(水；95℃，30分鐘)17.00,109,新北市,121.4338732,25.0302582
西餐匙 材質：PP(聚丙烯) 耐熱100度,新北市新莊區店家,新北市新莊區福營路125巷35號,合格,耐熱溫度標示符合性未變形溶出試驗-重金屬(比色法)(95℃，30分鐘)未檢出溶出試驗-蒸發殘渣(水；95℃，30分鐘)未檢出,109,新北市,121.4338732,25.0302582
彎曲湯匙 材質：HIPS 耐熱90度,新北市新莊區店家,新北市新莊區福營路125巷35號,合格,耐熱溫度標示符合性未變形溶出試驗-重金屬(比色法)(60℃，30分鐘)未檢出溶出試驗-蒸發殘渣(水；60℃，30分鐘)未檢出,109,新北市,121.4338732,25.0302582
PP飯碗,臺北市士林區店家,臺北市士林區華齡街175號2樓,合格,耐熱溫度標示符合性未變形溶出試驗-重金屬(比色法)(60℃，30分鐘)未檢出溶出試驗-蒸發殘渣(水；60℃，30分鐘)20.00,109,新北市,121.5192471,25.0871324
中圓龍鳳盤,彰化縣芳苑鄉店家,彰化縣芳苑鄉工業路11號,合格,耐熱溫度標示符合性未變形溶出試驗-重金屬(比色法)(60℃，30分鐘)未檢出溶出試驗-蒸發殘渣(水；60℃，30分鐘)7.00,109,新北市,120.3510497,23.9139594
大飯碗,彰化縣芳苑鄉店家,彰化縣芳苑鄉工業路11號,合格,耐熱溫度標示符合性未變形溶出試驗-重金屬(比色法)(60℃，30分鐘)未檢出溶出試驗-蒸發殘渣(水；60℃，30分鐘)未檢出,109,新北市,120.3510497,23.9139594
塑膠西餐刀,塑膠,新北市蘆洲區長樂路42號,合格,耐熱溫度標示符合性未變形溶出試驗-重金屬(比色法)(95℃，30分鐘)未檢出溶出試驗-蒸發殘渣(水；95℃，30分鐘)未檢出,109,新北市,121.4631683,25.0861583
3M立體密實袋(中),臺北市南港區店家,臺北市南港區經貿二路198號3樓,合格,耐熱溫度標示符合性未變形溶出試驗-重金屬(比色法)(60℃，30分鐘)未檢出溶出試驗-蒸發殘渣(水；60℃，30分鐘)13.00,109,新北市,121.6147007,25.0598662
楓康耐熱袋 中,台中市大肚區店家,台中市大肚區中和里南榮路59號,合格,耐熱溫度標示符合性未變形溶出試驗-重金屬(比色法)(95℃，30分鐘)未檢出溶出試驗-蒸發殘渣(水；95℃，30分鐘)3.00,109,新北市,120.5833474,24.112503
妙潔耐熱袋,苗栗縣竹南鎮店家,苗栗縣竹南鎮和誠街38號,合格,耐熱溫度標示符合性未變形溶出試驗-重金屬(比色法)(95℃，30分鐘)未檢出溶出試驗-蒸發殘渣(水；95℃，30分鐘)未檢出,109,新北市,120.8772095,24.7141775
妙潔立體密實袋,苗栗縣竹南鎮店家,苗栗縣竹南鎮和誠街38號,合格,耐熱溫度標示符合性未變形溶出試驗-重金屬(比色法)(60℃，30分鐘)未檢出溶出試驗-蒸發殘渣(水；60℃，30分鐘)未檢出,109,新北市,120.8772095,24.7141775
高效鎖鮮立體袋L款,臺北市內湖區店家,臺北市內湖區基湖路37號8樓,合格,耐熱溫度標示符合性未變形溶出試驗-重金屬(比色法)(60℃，30分鐘)未檢出溶出試驗-蒸發殘渣(水；60℃，30分鐘)5.00,109,新北市,121.5650878,25.0794926
OP蔬果保鮮袋,臺北市中正區店家,臺北市中正區羅斯福路2段1023號24樓之1,合格,耐熱溫度標示符合性未變形溶出試驗-重金屬(比色法)(60℃，30分鐘)未檢出溶出試驗-蒸發殘渣(水；60℃，30分鐘)4.00,109,新北市,121.5247702,25.0235819
萬里城耐熱袋,新北市土城區店家,新北市土城區自強街2號,合格,耐熱溫度標示符合性未變形溶出試驗-重金屬(比色法)(95℃，30分鐘)未檢出溶出試驗-蒸發殘渣(水；95℃，30分鐘)7.00,109,新北市,121.429109,24.9690753
麗潔超薄耐熱捲筒袋-2斤,新北市蘆洲區店家,新北市蘆洲區民權路103號,合格,耐熱溫度標示符合性未變形溶出試驗-重金屬(比色法)(95℃，30分鐘)未檢出溶出試驗-蒸發殘渣(水；95℃，30分鐘)3.00,109,新北市,121.4726209,25.0891319
冷凍袋,新北市土城區店家,新北市土城區延吉街32號,合格,耐熱溫度標示符合性未變形溶出試驗-重金屬(比色法)(60℃，30分鐘)未檢出溶出試驗-蒸發殘渣(水；60℃，30分鐘)未檢出,109,新北市,121.4719798,24.9873117
PT.102耐熱碗,彰化縣福興鄉店家,彰化縣福興鄉新生路30-1號,合格,耐熱溫度標示符合性未變形溶出試驗-重金屬(比色法)(95℃，30分鐘)未檢出溶出試驗-蒸發殘渣(水；95℃，30分鐘)未檢出,109,新北市,120.4110293,24.0421773
醬油碟,彰化縣福興鄉店家,彰化縣福興鄉復興路5號之9,合格,耐熱溫度標示符合性未變形溶出試驗-重金屬(比色法)(60℃，30分鐘)未檢出溶出試驗-蒸發殘渣(水；60℃，30分鐘)未檢出,109,新北市,120.439483,24.049497
彩色水果叉,彩色,新北市新莊區福營路125巷25號,合格,耐熱溫度標示符合性未變形溶出試驗-重金屬(比色法)(60℃，30分鐘)未檢出溶出試驗-蒸發殘渣(水；60℃，30分鐘)未檢出,109,新北市,121.433703,25.030471
6H透明餐盒(大)-25入,彰化縣溪湖鎮店家,彰化縣溪湖鎮崙仔腳路2-15號,合格,耐熱溫度標示符合性未變形溶出試驗-重金屬(比色法)(60℃，30分鐘)未檢出溶出試驗-蒸發殘渣(水；60℃，30分鐘)12.00,109,新北市,120.482132,23.94662
白色西餐匙,彰化縣溪湖鎮店家,彰化縣溪湖鎮崙仔腳路2-15號,合格,耐熱溫度標示符合性未變形溶出試驗-重金屬(比色法)(60℃，30分鐘)未檢出溶出試驗-蒸發殘渣(水；60℃，30分鐘)未檢出,109,新北市,120.482132,23.94662
食物保鮮袋,臺北市南港區店家,臺北市南港區經貿二路198號3樓,合格,耐熱溫度標示符合性未變形溶出試驗-重金屬(比色法)(60℃，30分鐘)未檢出溶出試驗-蒸發殘渣(水；60℃，30分鐘)14.00,109,新北市,121.6147007,25.0598662
點心叉子,桃園市蘆竹區店家,桃園市蘆竹區南崁路2段9號5樓之12,合格,耐熱溫度標示符合性未變形溶出試驗-重金屬(比色法)(60℃，30分鐘)未檢出溶出試驗-蒸發殘渣(水；60℃，30分鐘)未檢出,109,新北市,121.2799188,25.0564265
菲力家族免洗PP塑膠碗,台中市南區店家,台中市南區忠明南路789號28樓,合格,耐熱溫度標示符合性未變形溶出試驗-重金屬(比色法)(95℃，30分鐘)未檢出溶出試驗-蒸發殘渣(水；95℃，30分鐘)6.00,109,新北市,120.6609427,24.1234128
塑包斜口吸管,台中市東區店家,台中市東區東真13街11號,合格,耐熱溫度標示符合性未變形溶出試驗-重金屬(比色法)(60℃，30分鐘)未檢出溶出試驗-蒸發殘渣(水；60℃，30分鐘)4.00,109,新北市,120.6944233,24.1427702
一次性吸管,桃園市龜山區店家,桃園市龜山區大同路678號,合格,耐熱溫度標示符合性未變形溶出試驗-重金屬(比色法)(60℃，30分鐘)未檢出溶出試驗-蒸發殘渣(水；60℃，30分鐘)16.00,109,新北市,121.354629,24.9884212
PLA96-160Z,彰化縣鹿港鎮店家,彰化縣鹿港鎮鹿工路17號,合格,耐熱溫度標示符合性未變形溶出試驗-重金屬(比色法)(60℃，30分鐘)未檢出溶出試驗-蒸發殘渣(水；60℃，30分鐘)12.00,109,新北市,120.3936283,24.0768487
85度C小叉匙,台中市南屯區店家,台中市南屯區工業23路35號,合格,耐熱溫度標示符合性未變形溶出試驗-重金屬(比色法)(60℃，30分鐘)未檢出溶出試驗-蒸發殘渣(水；60℃，30分鐘)未檢出,109,新北市,120.6084832,24.1471183
可彎吸管,新北市新莊區店家,新北市新莊區福營路125巷35號,合格,耐熱溫度標示符合性未變形溶出試驗-重金屬(比色法)(60℃，30分鐘)未檢出溶出試驗-蒸發殘渣(水；60℃，30分鐘)14.00,109,新北市,121.4338732,25.0302582
金優豆平底匙,桃園市桃園區店家,桃園市桃園區民有五街268號,合格,耐熱溫度標示符合性未變形溶出試驗-重金屬(比色法)(60℃，30分鐘)未檢出溶出試驗-蒸發殘渣(水；60℃，30分鐘)12.00,109,新北市,121.3163402,25.0119505
塑膠杯(飲料杯),塑膠,高雄市大寮區幸東路37號,合格,耐熱溫度標示符合性未變形溶出試驗-重金屬(比色法)(60℃，30分鐘)未檢出溶出試驗-蒸發殘渣(水；60℃，30分鐘)28.00,109,新北市,120.4011911,22.584481
KW-170耐熱杯,彰化縣芳苑鄉店家,彰化縣芳苑鄉後寮村工區三路22號,合格,耐熱溫度標示符合性未變形溶出試驗-重金屬(比色法)(60℃，30分鐘)未檢出溶出試驗-蒸發殘渣(水；60℃，30分鐘)29.00,109,新北市,120.3502786,23.9120851
86120072晶鑽杯,桃園市蘆竹區店家,桃園市蘆竹區南崁路二段9號5F之2,合格,耐熱溫度標示符合性未變形溶出試驗-重金屬(比色法)(60℃，30分鐘)未檢出溶出試驗-蒸發殘渣(水；60℃，30分鐘)未檢出,109,新北市,121.2799188,25.0564265
塑膠湯匙,塑膠,桃園市蘆竹區南崁路二段9號5F之2,合格,耐熱溫度標示符合性未變形溶出試驗-重金屬(比色法)(60℃，30分鐘)未檢出溶出試驗-蒸發殘渣(水；60℃，30分鐘)13.00,109,新北市,121.2799188,25.0564265
萬里城耐熱袋1斤,新北市土城區店家,新北市土城區自強街2號,合格,耐熱溫度標示符合性未變形溶出試驗-重金屬(比色法)(95℃，30分鐘)未檢出溶出試驗-蒸發殘渣(水；95℃，30分鐘)5.00,109,新北市,121.429109,24.9690753
萬里城耐熱袋半斤,新北市土城區店家,新北市土城區自強街2號,合格,耐熱溫度標示符合性未變形溶出試驗-重金屬(比色法)(95℃，30分鐘)未檢出溶出試驗-蒸發殘渣(水；95℃，30分鐘)26.00,109,新北市,121.429109,24.9690753
有機糙米,花蓮縣富里鄉店家,花蓮縣富里鄉學日村6鄰民權路10號,合格,汞未檢出鎘0.02 mg/kg鉛未檢出無機砷0.09 mg/kg,108,新北市,121.2253144,23.1530993
冷凍水鲨切片,雲林縣斗六市店家,雲林縣斗六市斗工六路6號,合格,鉛未檢出甲基汞0.96 mg/kg無機砷未檢出鎘未檢出,108,新北市,120.5928398,23.7175975
有機白米,花蓮縣富里鄉店家,花蓮縣富里鄉富里村3鄰公埔路2段75號,合格,無機砷0.05 mg/kg鎘未檢出鉛未檢出汞未檢出,108,新北市,121.2483291,23.1759054
去刺金目鱸魚排,新北市瑞芳區店家,新北市瑞芳區中山路87號,合格,鉛未檢出甲基汞0.08 mg/kg鎘未檢出無機砷未檢出,108,新北市,121.8037927,25.1061092
冷凍草蝦,新北市林口區店家,新北市林口區工九路18號,合格,鎘未檢出甲基汞未檢出無機砷未檢出鉛未檢出,108,新北市,121.4033001,25.0753653
養力幼秀卵,屏東縣九如鄉店家,屏東縣九如鄉三塊村三民路317號,合格,禽畜產品中殘留農藥(126項),108,新北市,120.4849186,22.7467926
石安牧場動福蛋,高雄市阿蓮區店家,高雄市阿蓮區石安里230之53號,合格,禽畜產品中殘留農藥(126項),108,新北市,120.3060706,22.891346
金大安鮮蛋,彰化縣二林鎮店家,彰化縣二林鎮西庄巷5-6號,合格,禽畜產品中殘留農藥(126項),108,新北市,120.3720457,23.8996947
優鮮冷藏白鮮蛋,桃園市龍潭區店家,桃園市龍潭區工五路90巷16號,合格,禽畜產品中殘留農藥(126項),108,新北市,121.2098263,24.8893997
白大之白蛋(冷藏白蛋),桃園市龍潭區店家,桃園市龍潭區工五路90巷16號,合格,禽畜產品中殘留農藥(126項),108,新北市,121.2098263,24.8893997
木崗高品質雞蛋冷藏白殼蛋,臺北市中山區店家,臺北市中山區松江路125號,合格,禽畜產品中殘留農藥(126項),108,新北市,121.5334641,25.0531691
冠軍養力土雞蛋(粉殼蛋),冠軍,屏東縣九如鄉九清段690至696等7筆地號,合格,禽畜產品中殘留農藥(126項),108,新北市,120.4912825,22.7510399
大武山牧場履歷蛋(白殼),屏東縣新埤鄉店家,屏東縣新埤鄉萬隆村平山路68-30號,合格,禽畜產品中殘留農藥(126項),108,新北市,120.6051596,22.5167283
每日G蛋(紅殼),新北市三峽區店家,新北市三峽區隆恩街163號,合格,禽畜產品中殘留農藥(126項),108,新北市,121.3629265,24.9424252
AAG蛋,新北市三峽區店家,新北市三峽區隆街163號,合格,禽畜產品中殘留農藥(126項),108,新北市,121.3698182,24.9337605
幸福牧場放山雞蛋,桃園市桃園區店家,桃園市桃園區中正路1067號3F,合格,禽畜產品中殘留農藥(126項),108,新北市,121.2982101,25.0162465
EIYO機能蛋(DHA),台南市永康區店家,台南市永康區鳶松二街3號,合格,禽畜產品中殘留農藥(126項),108,新北市,120.2659765,23.0029497
大成溯源蛋(白蛋),嘉義縣義竹鄉店家,嘉義縣義竹鄉埤前村4-3號,合格,禽畜產品中殘留農藥(126項),108,新北市,120.2310784,23.3526364
